ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
Seq_160,13.33,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,20.00,0.00,0.00,13.33,0.00,13.33,13.33,0.00,13.33,0.00,0.00
Seq_161,0.00,0.00,0.00,6.67,6.67,13.33,20.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,20.00,0.00,6.67
Seq_162,13.33,6.67,0.00,0.00,6.67,6.67,0.00,6.67,26.67,0.00,6.67,0.00,0.00,6.67,0.00,13.33,6.67,0.00,0.00,0.00
Seq_163,26.32,0.00,0.00,5.26,5.26,5.26,0.00,0.00,0.00,5.26,0.00,5.26,0.00,5.26,5.26,10.53,5.26,5.26,5.26,10.53
Seq_164,6.67,0.00,0.00,13.33,0.00,0.00,0.00,6.67,6.67,6.67,0.00,6.67,0.00,6.67,6.67,13.33,6.67,6.67,0.00,13.33
Seq_165,5.88,0.00,5.88,5.88,0.00,5.88,0.00,17.65,11.76,11.76,0.00,5.88,0.00,11.76,5.88,5.88,5.88,0.00,0.00,0.00
Seq_166,0.00,0.00,13.33,0.00,0.00,13.33,0.00,13.33,0.00,6.67,0.00,6.67,0.00,6.67,6.67,13.33,6.67,0.00,6.67,6.67
Seq_167,0.00,0.00,12.50,0.00,0.00,0.00,6.25,0.00,6.25,12.50,0.00,6.25,0.00,0.00,12.50,18.75,6.25,18.75,0.00,0.00
Seq_168,10.00,0.00,10.00,0.00,0.00,15.00,5.00,0.00,0.00,10.00,0.00,5.00,10.00,10.00,5.00,0.00,20.00,0.00,0.00,0.00
Seq_169,20.00,0.00,10.00,20.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,10.00,0.00,0.00,10.00
Seq_170,26.67,0.00,0.00,0.00,6.67,6.67,0.00,6.67,0.00,6.67,6.67,6.67,6.67,0.00,0.00,13.33,6.67,6.67,0.00,0.00
Seq_171,0.00,0.00,0.00,13.33,0.00,6.67,6.67,13.33,0.00,13.33,0.00,0.00,13.33,6.67,0.00,6.67,0.00,20.00,0.00,0.00
Seq_172,13.33,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,20.00,0.00,0.00,13.33,0.00,13.33,13.33,0.00,13.33,0.00,6.67
Seq_173,0.00,0.00,6.67,6.67,6.67,6.67,0.00,6.67,0.00,6.67,6.67,6.67,13.33,0.00,6.67,6.67,0.00,6.67,0.00,13.33
Seq_174,0.00,0.00,20.00,0.00,0.00,13.33,0.00,6.67,0.00,6.67,0.00,6.67,20.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00
Seq_175,5.00,5.00,5.00,0.00,0.00,15.00,0.00,5.00,5.00,5.00,0.00,15.00,5.00,0.00,5.00,5.00,5.00,10.00,5.00,5.00
Seq_176,0.00,0.00,7.14,21.43,0.00,7.14,0.00,7.14,14.29,0.00,7.14,0.00,14.29,0.00,0.00,0.00,7.14,14.29,0.00,0.00
Seq_177,16.67,0.00,0.00,0.00,16.67,8.33,0.00,0.00,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,8.33,0.00,16.67
Seq_178,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,20.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
Seq_179,6.67,6.67,0.00,6.67,6.67,0.00,13.33,0.00,0.00,13.33,0.00,0.00,13.33,6.67,13.33,0.00,13.33,0.00,0.00,0.00
Seq_180,11.11,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,33.33,0.00,11.11,0.00,11.11
Seq_181,0.00,0.00,5.00,5.00,5.00,15.00,0.00,0.00,0.00,10.00,0.00,5.00,0.00,5.00,10.00,10.00,15.00,10.00,5.00,0.00
Seq_182,8.33,0.00,0.00,33.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,8.33,16.67,16.67,0.00,0.00
Seq_183,8.33,0.00,8.33,16.67,0.00,16.67,0.00,8.33,25.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00
Seq_184,13.33,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,6.67,0.00,6.67,20.00,0.00,6.67,13.33,0.00,13.33,0.00,6.67
Seq_185,6.67,6.67,6.67,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,6.67,0.00,20.00,20.00,6.67,0.00,6.67
Seq_186,0.00,0.00,11.11,22.22,0.00,0.00,0.00,5.56,5.56,11.11,0.00,0.00,0.00,0.00,5.56,0.00,5.56,33.33,0.00,0.00
Seq_187,13.33,0.00,13.33,6.67,0.00,13.33,0.00,6.67,0.00,6.67,0.00,6.67,6.67,6.67,20.00,0.00,0.00,0.00,0.00,0.00
Seq_188,0.00,13.33,0.00,0.00,0.00,20.00,0.00,13.33,0.00,6.67,0.00,20.00,6.67,0.00,0.00,0.00,13.33,6.67,0.00,0.00
Seq_189,6.67,0.00,0.00,0.00,0.00,0.00,6.67,0.00,20.00,13.33,13.33,6.67,0.00,0.00,0.00,6.67,13.33,13.33,0.00,0.00
Seq_190,0.00,0.00,5.00,10.00,0.00,0.00,0.00,5.00,20.00,15.00,0.00,10.00,5.00,10.00,0.00,15.00,0.00,5.00,0.00,0.00
Seq_191,16.67,5.56,5.56,0.00,5.56,22.22,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,11.11,5.56,0.00,0.00,16.67
Seq_192,18.18,0.00,0.00,9.09,9.09,27.27,0.00,9.09,9.09,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00
Seq_193,20.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,20.00
Seq_194,5.56,0.00,0.00,0.00,5.56,5.56,5.56,11.11,5.56,0.00,0.00,0.00,0.00,0.00,11.11,5.56,11.11,22.22,0.00,11.11
Seq_195,7.14,0.00,0.00,0.00,7.14,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,14.29,0.00,21.43,14.29,7.14,0.00,14.29
Seq_196,6.67,0.00,0.00,0.00,13.33,20.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,20.00,0.00,0.00
Seq_197,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,8.33,16.67,0.00,16.67,0.00,8.33,0.00,16.67,8.33,0.00,0.00,8.33
Seq_198,0.00,0.00,0.00,8.33,16.67,16.67,0.00,0.00,8.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,8.33,8.33,0.00,16.67
Seq_199,6.67,0.00,13.33,0.00,6.67,0.00,6.67,0.00,0.00,13.33,0.00,6.67,6.67,6.67,6.67,0.00,6.67,6.67,13.33,0.00
Seq_200,10.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,10.00,10.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
Seq_201,0.00,0.00,15.00,5.00,15.00,5.00,0.00,10.00,10.00,0.00,0.00,10.00,0.00,15.00,0.00,5.00,10.00,0.00,0.00,0.00
Seq_202,0.00,6.67,0.00,6.67,0.00,6.67,0.00,6.67,20.00,6.67,6.67,6.67,6.67,6.67,0.00,13.33,6.67,0.00,0.00,0.00
Seq_203,0.00,0.00,6.67,13.33,0.00,6.67,0.00,0.00,0.00,20.00,0.00,20.00,0.00,0.00,6.67,0.00,13.33,6.67,6.67,0.00
Seq_204,10.00,0.00,15.00,5.00,5.00,10.00,0.00,5.00,0.00,10.00,0.00,0.00,0.00,5.00,5.00,5.00,15.00,0.00,5.00,5.00
Seq_205,13.33,0.00,0.00,13.33,0.00,6.67,0.00,6.67,6.67,0.00,6.67,0.00,6.67,6.67,0.00,6.67,0.00,20.00,0.00,6.67
Seq_206,20.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,5.00,0.00,35.00,0.00,10.00,15.00,0.00,0.00,0.00
Seq_207,0.00,0.00,6.67,6.67,0.00,13.33,6.67,13.33,0.00,6.67,0.00,6.67,13.33,6.67,0.00,6.67,0.00,6.67,0.00,6.67
Seq_208,11.11,5.56,0.00,5.56,0.00,22.22,0.00,0.00,5.56,22.22,0.00,0.00,5.56,11.11,5.56,5.56,0.00,0.00,0.00,0.00
Seq_209,0.00,0.00,0.00,11.76,0.00,11.76,5.88,11.76,0.00,11.76,0.00,5.88,17.65,0.00,0.00,11.76,5.88,5.88,0.00,0.00
Seq_210,0.00,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,17.65,0.00,11.76,11.76,11.76,5.88,11.76,5.88,5.88,0.00,5.88
Seq_211,0.00,14.29,0.00,7.14,0.00,7.14,0.00,7.14,7.14,14.29,0.00,14.29,0.00,0.00,0.00,7.14,21.43,0.00,0.00,0.00
Seq_212,0.00,0.00,0.00,5.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,20.00,15.00,5.00,0.00,5.00,5.00,5.00,10.00,5.00
Seq_213,0.00,0.00,6.25,12.50,12.50,18.75,6.25,12.50,12.50,0.00,0.00,0.00,0.00,6.25,0.00,0.00,6.25,6.25,0.00,0.00
Seq_214,7.69,0.00,0.00,7.69,0.00,23.08,0.00,15.38,15.38,7.69,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,0.00,7.69
Seq_215,20.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,20.00,0.00,0.00,0.00,10.00
Seq_216,7.14,7.14,7.14,7.14,0.00,7.14,14.29,7.14,0.00,7.14,7.14,0.00,0.00,0.00,7.14,0.00,14.29,7.14,0.00,0.00
Seq_217,13.33,6.67,6.67,6.67,0.00,0.00,6.67,0.00,13.33,13.33,0.00,0.00,6.67,0.00,6.67,6.67,6.67,0.00,0.00,6.67
Seq_218,0.00,0.00,6.67,6.67,6.67,0.00,0.00,6.67,6.67,6.67,0.00,13.33,6.67,0.00,0.00,6.67,20.00,0.00,13.33,0.00
Seq_219,5.88,0.00,0.00,5.88,0.00,5.88,0.00,17.65,11.76,0.00,5.88,23.53,0.00,0.00,0.00,5.88,5.88,11.76,0.00,0.00
Seq_220,17.65,0.00,5.88,0.00,0.00,11.76,0.00,11.76,5.88,0.00,0.00,11.76,0.00,11.76,0.00,11.76,5.88,0.00,0.00,5.88
Seq_221,6.25,0.00,12.50,0.00,0.00,0.00,6.25,0.00,6.25,12.50,0.00,6.25,0.00,0.00,12.50,18.75,6.25,12.50,0.00,0.00
Seq_222,13.33,0.00,6.67,6.67,0.00,6.67,6.67,0.00,6.67,6.67,0.00,13.33,6.67,0.00,0.00,0.00,13.33,6.67,6.67,0.00
Seq_223,0.00,0.00,6.67,0.00,6.67,6.67,6.67,0.00,0.00,13.33,0.00,0.00,6.67,13.33,13.33,0.00,20.00,6.67,0.00,0.00
Seq_224,0.00,6.67,0.00,0.00,6.67,13.33,0.00,0.00,0.00,0.00,6.67,13.33,13.33,0.00,6.67,6.67,13.33,0.00,13.33,0.00
Seq_225,5.00,5.00,5.00,10.00,5.00,0.00,0.00,5.00,5.00,0.00,10.00,10.00,10.00,0.00,0.00,15.00,5.00,10.00,0.00,0.00
Seq_226,0.00,0.00,5.56,11.11,0.00,0.00,5.56,0.00,5.56,16.67,0.00,11.11,0.00,0.00,0.00,11.11,11.11,22.22,0.00,0.00
Seq_227,11.11,0.00,0.00,5.56,0.00,22.22,0.00,0.00,11.11,22.22,0.00,0.00,5.56,11.11,5.56,5.56,0.00,0.00,0.00,0.00
Seq_228,15.79,5.26,0.00,5.26,0.00,0.00,0.00,10.53,5.26,5.26,0.00,15.79,10.53,5.26,5.26,5.26,0.00,0.00,0.00,10.53
Seq_229,6.67,0.00,0.00,0.00,0.00,13.33,20.00,13.33,13.33,0.00,0.00,6.67,0.00,0.00,0.00,20.00,0.00,0.00,6.67,0.00
Seq_230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,16.67,0.00,0.00,8.33,16.67,8.33,25.00,0.00,16.67,0.00,0.00
Seq_231,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,30.00,10.00,0.00,0.00,10.00,0.00,20.00,0.00,10.00
Seq_232,6.67,0.00,0.00,13.33,0.00,0.00,13.33,0.00,0.00,13.33,0.00,6.67,6.67,6.67,0.00,6.67,0.00,20.00,0.00,6.67
Seq_233,6.67,0.00,0.00,13.33,0.00,6.67,0.00,6.67,6.67,6.67,6.67,6.67,13.33,0.00,0.00,6.67,13.33,6.67,0.00,0.00
Seq_234,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,10.00,20.00,10.00,0.00
Seq_235,0.00,0.00,10.00,20.00,0.00,0.00,0.00,10.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00
Seq_236,0.00,0.00,6.67,20.00,0.00,0.00,6.67,0.00,0.00,33.33,0.00,6.67,0.00,0.00,6.67,0.00,6.67,6.67,0.00,6.67
Seq_237,0.00,5.56,5.56,0.00,11.11,5.56,0.00,5.56,16.67,11.11,5.56,5.56,0.00,0.00,0.00,0.00,5.56,5.56,0.00,16.67
Seq_238,0.00,0.00,0.00,0.00,13.33,13.33,0.00,6.67,20.00,0.00,0.00,0.00,0.00,13.33,6.67,13.33,6.67,6.67,0.00,0.00
Seq_239,23.53,0.00,0.00,11.76,5.88,0.00,0.00,0.00,11.76,5.88,0.00,5.88,0.00,17.65,5.88,0.00,0.00,11.76,0.00,0.00
Seq_240,0.00,0.00,6.67,6.67,6.67,20.00,0.00,6.67,0.00,0.00,0.00,0.00,13.33,6.67,6.67,6.67,0.00,13.33,0.00,6.67
Seq_241,8.33,0.00,8.33,0.00,16.67,0.00,0.00,8.33,0.00,16.67,0.00,8.33,0.00,0.00,8.33,8.33,0.00,16.67,0.00,0.00
Seq_242,0.00,0.00,14.29,0.00,7.14,28.57,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,14.29,0.00,0.00
Seq_243,5.56,11.11,0.00,0.00,0.00,11.11,0.00,5.56,11.11,27.78,0.00,5.56,5.56,5.56,0.00,5.56,0.00,5.56,0.00,0.00
Seq_244,20.00,0.00,0.00,5.00,0.00,0.00,5.00,5.00,10.00,10.00,0.00,10.00,0.00,15.00,5.00,15.00,0.00,0.00,0.00,0.00
Seq_245,13.33,0.00,13.33,6.67,0.00,6.67,0.00,0.00,0.00,13.33,0.00,6.67,13.33,0.00,6.67,6.67,6.67,0.00,0.00,6.67
Seq_246,0.00,6.67,6.67,6.67,0.00,6.67,13.33,0.00,0.00,6.67,0.00,6.67,6.67,6.67,6.67,6.67,0.00,0.00,6.67,13.33
Seq_247,20.00,0.00,0.00,6.67,0.00,13.33,6.67,6.67,6.67,13.33,0.00,0.00,6.67,0.00,0.00,0.00,6.67,13.33,0.00,0.00
Seq_248,8.33,16.67,8.33,0.00,0.00,8.33,0.00,8.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,16.67
Seq_249,5.00,0.00,15.00,10.00,5.00,0.00,0.00,10.00,5.00,10.00,0.00,5.00,5.00,0.00,10.00,5.00,5.00,10.00,0.00,0.00
Seq_250,9.09,9.09,0.00,18.18,0.00,18.18,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,9.09
Seq_251,16.67,0.00,0.00,5.56,16.67,16.67,5.56,5.56,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,0.00,11.11,0.00,5.56
Seq_252,6.67,0.00,6.67,0.00,0.00,6.67,13.33,0.00,13.33,6.67,0.00,0.00,0.00,6.67,13.33,6.67,6.67,13.33,0.00,0.00
Seq_253,6.67,0.00,6.67,6.67,6.67,33.33,0.00,6.67,13.33,0.00,0.00,0.00,13.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00
Seq_254,7.14,7.14,7.14,0.00,0.00,14.29,0.00,7.14,7.14,7.14,0.00,0.00,0.00,7.14,14.29,0.00,7.14,7.14,7.14,0.00
Seq_255,0.00,6.67,0.00,0.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,6.67,13.33,26.67,0.00,6.67
Seq_256,6.25,0.00,12.50,18.75,0.00,0.00,0.00,6.25,12.50,18.75,0.00,6.25,0.00,0.00,0.00,6.25,6.25,0.00,0.00,6.25
Seq_257,13.33,0.00,0.00,13.33,6.67,13.33,0.00,0.00,0.00,20.00,0.00,6.67,6.67,0.00,6.67,0.00,6.67,0.00,0.00,6.67
Seq_258,6.67,0.00,0.00,6.67,6.67,6.67,6.67,13.33,0.00,6.67,6.67,6.67,0.00,0.00,0.00,13.33,6.67,0.00,6.67,6.67
Seq_259,6.67,0.00,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,6.67,13.33,20.00,0.00,0.00,6.67,13.33,13.33,0.00,0.00
Seq_260,13.33,0.00,6.67,0.00,6.67,6.67,6.67,0.00,6.67,6.67,0.00,13.33,20.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00
Seq_261,6.67,0.00,6.67,0.00,6.67,13.33,0.00,13.33,6.67,26.67,0.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,0.00,0.00
Seq_262,6.25,0.00,12.50,12.50,0.00,6.25,0.00,12.50,0.00,18.75,6.25,6.25,0.00,0.00,0.00,6.25,0.00,0.00,6.25,6.25
Seq_263,13.33,6.67,6.67,0.00,0.00,6.67,6.67,6.67,0.00,0.00,0.00,0.00,20.00,0.00,13.33,6.67,0.00,13.33,0.00,0.00
Seq_264,6.25,18.75,6.25,0.00,0.00,6.25,0.00,12.50,0.00,18.75,6.25,0.00,0.00,6.25,0.00,0.00,0.00,18.75,0.00,0.00
Seq_265,15.38,0.00,0.00,7.69,0.00,0.00,0.00,15.38,7.69,0.00,0.00,15.38,15.38,7.69,7.69,0.00,0.00,0.00,0.00,7.69
Seq_266,0.00,0.00,12.50,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,25.00,0.00,25.00
Seq_267,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,15.38,0.00,0.00,7.69,7.69,0.00,7.69,15.38,7.69,0.00,7.69
Seq_268,0.00,0.00,0.00,7.69,0.00,7.69,0.00,15.38,0.00,7.69,0.00,0.00,7.69,7.69,0.00,23.08,7.69,15.38,0.00,0.00
Seq_269,10.00,0.00,0.00,5.00,10.00,15.00,0.00,10.00,0.00,5.00,0.00,10.00,0.00,0.00,5.00,10.00,5.00,5.00,5.00,5.00
Seq_270,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,6.25,6.25,0.00,0.00,6.25,12.50,12.50,12.50,12.50,0.00,0.00,6.25
Seq_271,0.00,0.00,7.69,0.00,0.00,0.00,0.00,7.69,15.38,7.69,7.69,23.08,7.69,7.69,0.00,7.69,7.69,0.00,0.00,0.00
Seq_272,0.00,6.67,0.00,0.00,0.00,6.67,0.00,13.33,0.00,13.33,0.00,6.67,0.00,13.33,0.00,26.67,0.00,6.67,0.00,6.67
Seq_273,0.00,0.00,17.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53,58.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seq_274,5.88,5.88,5.88,5.88,0.00,17.65,0.00,5.88,5.88,0.00,5.88,5.88,0.00,11.76,0.00,11.76,0.00,11.76,0.00,0.00
Seq_275,0.00,0.00,18.18,0.00,0.00,9.09,0.00,9.09,18.18,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,27.27,0.00,0.00
Seq_276,0.00,0.00,6.67,6.67,6.67,0.00,20.00,6.67,13.33,13.33,0.00,0.00,6.67,0.00,0.00,0.00,0.00,6.67,13.33,0.00
Seq_277,7.69,0.00,7.69,0.00,7.69,0.00,0.00,7.69,23.08,7.69,0.00,0.00,0.00,0.00,0.00,0.00,15.38,7.69,7.69,7.69
Seq_278,6.67,0.00,13.33,6.67,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,26.67,13.33,0.00,0.00,0.00
Seq_279,12.50,0.00,6.25,0.00,6.25,6.25,0.00,6.25,12.50,6.25,0.00,0.00,6.25,12.50,0.00,6.25,6.25,12.50,0.00,0.00
Seq_280,50.00,0.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
Seq_281,11.11,0.00,0.00,5.56,0.00,22.22,0.00,0.00,5.56,27.78,0.00,0.00,5.56,5.56,5.56,11.11,0.00,0.00,0.00,0.00
Seq_282,16.67,0.00,0.00,5.56,11.11,16.67,5.56,5.56,0.00,5.56,0.00,0.00,0.00,5.56,0.00,5.56,5.56,11.11,0.00,5.56
Seq_283,5.00,0.00,5.00,0.00,5.00,15.00,5.00,15.00,5.00,0.00,0.00,0.00,5.00,5.00,15.00,10.00,0.00,5.00,5.00,0.00
Seq_284,0.00,0.00,6.67,6.67,13.33,0.00,6.67,0.00,6.67,20.00,6.67,6.67,0.00,0.00,6.67,6.67,0.00,6.67,6.67,0.00
Seq_285,25.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,16.67,16.67,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,8.33
Seq_286,6.25,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,18.75,0.00,0.00,25.00,0.00,0.00,12.50,18.75,0.00,0.00,6.25
Seq_287,0.00,0.00,0.00,26.67,0.00,26.67,0.00,6.67,0.00,13.33,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,6.67,0.00
Seq_288,0.00,0.00,11.76,17.65,5.88,0.00,5.88,0.00,0.00,23.53,5.88,5.88,0.00,0.00,5.88,5.88,5.88,5.88,0.00,0.00
Seq_289,0.00,0.00,7.69,7.69,0.00,7.69,7.69,7.69,0.00,7.69,0.00,0.00,7.69,0.00,0.00,23.08,0.00,15.38,7.69,0.00
Seq_290,13.33,0.00,13.33,0.00,0.00,6.67,0.00,20.00,0.00,13.33,13.33,0.00,0.00,0.00,0.00,13.33,0.00,6.67,0.00,0.00
Seq_291,25.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,16.67,16.67,0.00,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,8.33
Seq_292,11.76,0.00,5.88,5.88,11.76,11.76,0.00,5.88,5.88,0.00,5.88,5.88,0.00,0.00,5.88,0.00,23.53,0.00,0.00,0.00
Seq_293,25.00,0.00,6.25,0.00,0.00,25.00,0.00,0.00,6.25,0.00,0.00,12.50,0.00,6.25,6.25,0.00,6.25,6.25,0.00,0.00
Seq_294,0.00,0.00,0.00,0.00,0.00,0.00,10.00,40.00,10.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00
Seq_295,6.67,0.00,13.33,0.00,0.00,13.33,0.00,0.00,6.67,20.00,0.00,6.67,0.00,6.67,0.00,0.00,6.67,13.33,0.00,6.67
Seq_296,11.76,0.00,0.00,5.88,11.76,29.41,0.00,11.76,5.88,5.88,0.00,5.88,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00
Seq_297,5.88,5.88,17.65,0.00,5.88,5.88,5.88,0.00,5.88,11.76,0.00,0.00,0.00,11.76,5.88,0.00,0.00,11.76,5.88,0.00
Seq_298,11.11,0.00,0.00,0.00,0.00,0.00,0.00,11.11,11.11,0.00,0.00,11.11,0.00,0.00,22.22,0.00,0.00,11.11,11.11,11.11
Seq_299,15.00,0.00,0.00,5.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,20.00,10.00,20.00,5.00,0.00
Seq_300,11.11,0.00,0.00,5.56,0.00,22.22,0.00,0.00,5.56,22.22,0.00,0.00,5.56,11.11,5.56,5.56,0.00,5.56,0.00,0.00
Seq_301,0.00,0.00,10.00,0.00,5.00,5.00,0.00,0.00,10.00,20.00,10.00,0.00,5.00,5.00,5.00,0.00,10.00,10.00,0.00,5.00
Seq_302,13.33,6.67,0.00,0.00,0.00,6.67,6.67,6.67,6.67,0.00,0.00,0.00,13.33,0.00,13.33,6.67,6.67,13.33,0.00,0.00
Seq_303,5.00,0.00,15.00,0.00,5.00,10.00,5.00,10.00,10.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,5.00
Seq_304,6.67,6.67,6.67,0.00,6.67,6.67,0.00,0.00,0.00,20.00,0.00,13.33,0.00,6.67,6.67,6.67,13.33,0.00,0.00,0.00
Seq_305,5.56,5.56,5.56,5.56,5.56,16.67,0.00,11.11,0.00,0.00,5.56,5.56,5.56,0.00,5.56,16.67,5.56,0.00,0.00,0.00
Seq_306,11.11,5.56,0.00,5.56,0.00,16.67,0.00,0.00,5.56,22.22,0.00,0.00,5.56,11.11,5.56,11.11,0.00,0.00,0.00,0.00
Seq_307,6.67,6.67,0.00,13.33,13.33,13.33,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,13.33,0.00,6.67
Seq_308,6.67,0.00,0.00,13.33,0.00,6.67,0.00,13.33,26.67,6.67,0.00,6.67,0.00,0.00,0.00,6.67,6.67,6.67,0.00,0.00
Seq_309,20.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,10.00
Seq_310,20.00,0.00,6.67,0.00,6.67,20.00,6.67,6.67,0.00,0.00,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,6.67,13.33
Seq_311,12.50,0.00,0.00,6.25,6.25,0.00,0.00,12.50,6.25,12.50,0.00,6.25,6.25,0.00,0.00,25.00,0.00,0.00,0.00,6.25
Seq_312,13.33,0.00,0.00,0.00,0.00,0.00,6.67,6.67,6.67,6.67,6.67,0.00,0.00,6.67,0.00,0.00,33.33,13.33,0.00,0.00
Seq_313,8.33,0.00,16.67,8.33,16.67,0.00,0.00,8.33,8.33,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,0.00,8.33,8.33
Seq_314,0.00,0.00,7.14,7.14,0.00,21.43,0.00,0.00,0.00,14.29,0.00,0.00,7.14,7.14,0.00,21.43,7.14,7.14,0.00,0.00
Seq_315,11.76,0.00,5.88,5.88,0.00,0.00,5.88,5.88,11.76,5.88,0.00,5.88,0.00,0.00,0.00,5.88,17.65,11.76,0.00,5.88
Seq_316,0.00,0.00,11.11,11.11,5.56,0.00,5.56,0.00,5.56,22.22,0.00,11.11,0.00,0.00,5.56,5.56,5.56,11.11,0.00,0.00
Seq_317,13.33,13.33,0.00,0.00,0.00,6.67,0.00,6.67,0.00,6.67,0.00,0.00,20.00,13.33,0.00,0.00,0.00,13.33,0.00,6.67
Seq_318,11.11,0.00,11.11,0.00,0.00,0.00,11.11,11.11,0.00,0.00,11.11,0.00,11.11,0.00,22.22,0.00,0.00,0.00,11.11,0.00
Seq_319,0.00,0.00,0.00,11.76,5.88,5.88,0.00,5.88,0.00,11.76,0.00,5.88,5.88,0.00,11.76,0.00,11.76,11.76,11.76,0.00
Seq_320,11.11,0.00,0.00,22.22,0.00,22.22,0.00,5.56,0.00,11.11,0.00,0.00,11.11,0.00,5.56,0.00,5.56,0.00,5.56,0.00
